Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Value_co2_emissions_kt_by_country,gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2)
Australia,0.0,1.0,1.0,0.0980742923287383,0.040300340118708096,0.0,0.01794427594970639,0.1496213,0.2839780990829084,0.03470384931492779,0.3450148802440599,0.5051951197471035,0.00011967448539971278,0.7753100785015077
Australia,1.0,1.0,1.0,0.10659791644743766,0.03853305663545315,0.0,0.02651186109194518,0.2137597,0.2819270178324746,0.0360954396488564,0.3327396353674523,0.44325454517962026,0.00011967448539971278,0.7753100785015077
Austria,0.0,1.0,1.0,0.3753551510049458,0.0022399974893198018,0.0,0.024918468953672498,0.8146706,0.19629553312192974,0.0057905124138958,0.2931156915521997,0.41764100874732346,0.012805169937769268,0.00839789160340038
Austria,1.0,1.0,1.0,0.35536146480058933,0.0031815025636398584,0.0,0.027122413219694528,0.77109795,0.20533271262614744,0.006044547557504212,0.3157659755125404,0.4046379504145748,0.012805169937769268,0.00839789160340038
Azerbaijan,0.0,1.0,0.955,0.022308744606966222,0.004321115997348094,0.0,0.0006403351583712653,0.055317326,0.06806003697318051,0.0030063968808732295,0.3501341042556562,0.06215710305779849,0.014480612733365247,0.008671211176276703
Azerbaijan,1.0,1.0,0.9670000000000001,0.017047248237398716,0.004493725260973438,0.0,0.0008388886958507275,0.06869919000000001,0.07403979941844065,0.003311799402964399,0.34329738228759976,0.03712944499689034,0.014480612733365247,0.008671211176276703
Bahrain,0.0,1.0,1.0,0.0,0.005025283334183303,0.0,4.9638384369865536e-06,0.0003901678,0.656021143484754,0.002823341877597388,0.39379739338188263,0.20084378869369526,0.2677118238391575,7.451438703553826e-05
Bahrain,1.0,1.0,1.0,0.0,0.006164896767891538,0.0,4.9638384369865536e-06,0.00031806613999999997,0.6622891979444487,0.0031016598369784437,0.3335100033901602,0.18918384647051426,0.2677118238391575,7.451438703553826e-05
Bangladesh,0.0,0.6079364355434471,0.171,0.3716721035462486,0.010156485989227613,0.0,0.0004020709133959108,0.015402168,0.007871268375309218,0.005956756401325346,0.44048416682306124,0.007224342916579112,0.15114887505983723,0.014866721904796052
Bangladesh,1.0,0.9186676648201832,0.23399999999999999,0.2604440702935915,0.01537203180717976,0.0,0.000565877581816467,0.014337819,0.011607765704245276,0.00847002523973778,0.4975678229213532,0.013201229075143959,0.15114887505983723,0.014866721904796052
Barbados,0.0,1.0,1.0,0.03619909502262443,0.00018830101486401135,0.0,4.9638384369865536e-06,0.010309278,0.09793772198085056,0.00011394234060115954,0.2716694570289529,0.13189543726301786,0.0797032072762087,4.0962882120342936e-05
Barbados,1.0,1.0,1.0,0.04535409870567189,0.00019222395267367825,0.0,1.9855353747946214e-05,0.039215686,0.10657872879719384,0.00011207443512246295,0.2724448518526354,0.14535540706760328,0.0797032072762087,4.0962882120342936e-05
Belarus,0.0,1.0,0.992,0.07039882142481323,0.006347313376041049,0.0,0.00013402363779863694,0.008274594,0.12899979007439116,0.005552354310092193,0.32218423562868403,0.06580785491655194,0.005385351842987075,0.020789814444153218
Belarus,1.0,1.0,0.995,0.08239503314742713,0.007206436756358101,0.0,0.00046660081307673594,0.02494692,0.13538876596295596,0.005381440625510102,0.31327669119217577,0.05361115732726796,0.005385351842987075,0.020789814444153218
Belgium,0.0,1.0,1.0,0.09607492370830265,0.0049095566687981295,0.0416352651931654,0.006060846731560582,0.6471666,0.24766524933301617,0.00841398816503643,0.31814913513426496,0.38505858957328104,0.04559597893729057,0.003055390329695115
Belgium,1.0,1.0,1.0,0.10743975586656845,0.00575102682897168,0.053767559086248015,0.009664593436812818,0.68237465,0.27291763101154143,0.008682033112709096,0.33373332722934446,0.3760628487597997,0.04559597893729057,0.003055390329695115
Belize,0.0,0.9099532179223396,0.83,0.3942965379353888,3.726790919183558e-05,0.0,0.00015884282998356971,0.627451,0.03936691854368587,4.016000487460566e-05,0.38526346122207594,0.03642119629905154,0.0017951172809956917,0.0022980277023258405
Belize,1.0,0.9240898204988376,0.821,0.30611385878143743,8.042022509817151e-05,0.0,0.00023330040653836797,0.53409092,0.041339576036496184,5.510326256405028e-05,0.3231780039887553,0.03934426471207725,0.0017951172809956917,0.0022980277023258405
Benin,0.0,0.3128460399551374,0.043,0.5371987793328422,4.315231590633594e-05,0.0,0.0,0.0,0.00744269393348934,0.00048005216932807133,0.44857937551153787,0.008623823803590716,0.012685495452369555,0.011277411955092262
Benin,1.0,0.3777939762129801,0.04,0.4890034725876039,3.726790919183558e-05,0.0,4.9638384369865536e-06,0.05,0.009473470266853756,0.0006771163970565458,0.46244370131783663,0.008040670089065142,0.012685495452369555,0.011277411955092262
Bhutan,0.0,0.9111966642005694,0.7290000000000001,0.9106597916447439,0.0,0.0,0.0035491444824453855,1.0,0.09871178640232474,6.070698454782462e-05,0.4327179865464827,0.019661700410998736,0.00215414073719483,0.003843199695853104
Bhutan,1.0,1.0,0.794,0.8657266126486373,0.0,0.0,0.0044426354011029645,1.0,0.11545282204780119,9.339535810740061e-05,0.4321359758175888,0.02510139159144122,0.00215414073719483,0.003843199695853104
Bosnia and Herzegovina,0.0,1.0,0.44049999999999995,0.24918446806271702,0.0018849716175449469,0.0,0.0029237008393850797,0.38,0.08389246139786484,0.0018156058285676733,0.3065589090734994,0.04138460315650471,0.007419818094782192,0.005125468106089658
Bosnia and Herzegovina,1.0,1.0,0.45,0.3895611912027781,0.002032081785407456,0.0,0.003132182053738515,0.3785243,0.08747125263825811,0.0019631704940995154,0.35233095219345817,0.04778766090955472,0.007419818094782192,0.005125468106089658
Botswana,0.0,0.582420970050282,0.613,0.2670735557192465,0.000425638752348859,0.0,0.0,0.0,0.035491966456065685,0.0006481637954057618,0.3883082847355065,0.058944310565045906,0.00023934897079942556,0.05826033544093538
Botswana,1.0,0.6867635262552764,0.639,0.2690729243396822,0.0005982480159742027,0.0,4.9638384369865536e-06,0.0032679740000000003,0.03956544868296494,0.0006724466110850102,0.35674494986162225,0.056574563107726024,0.00023934897079942556,0.05826033544093538
Brazil,0.0,0.996353037236092,0.9520000000000001,0.43891402714932126,0.026789742302215282,0.01786486453095465,0.21385208754225468,0.76527,0.07392143408004924,0.04777826521848606,0.28882226579464143,0.09639880439708227,0.002752513164193394,0.8528841624778197
Brazil,1.0,0.9979145555082098,0.958,0.5005787646006524,0.017831713813840907,0.018729691997874998,0.2544413944414937,0.8530534,0.07034931683883557,0.040556935095795894,0.31358107329897295,0.07031893779042715,0.002752513164193394,0.8528841624778197
Burkina Faso,0.0,0.15748042531676934,0.076,0.7917499736925181,0.00020006982829301207,0.0,4.9638384369865534e-05,0.08928572000000001,0.0020547658612595577,0.00029232749131457165,0.39315480763936783,0.0045798608564653395,0.008855911919578746,0.02746005392878608
Burkina Faso,1.0,0.14887645484087833,0.10099999999999999,0.6824160791329054,0.0002961818046298512,0.0,0.00010424060717671761,0.12209302,0.00320398772495608,0.000462307045099055,0.4303059459828458,0.004606376193550028,0.008855911919578746,0.02746005392878608
Burundi,0.0,0.030268311317568675,0.002,0.9605387772282438,7.845875619333807e-06,0.0,7.44575765547983e-05,0.7894737000000001,0.0,3.082046915959584e-05,0.3908024416596597,0.00037834185057420295,0.05516993776926759,0.0027851755229452734
Burundi,1.0,0.07569479792221702,0.002,0.8920340944964747,2.353762685800142e-05,0.0,0.00011913212248767727,0.66666664,0.00048310925093474245,6.25748955835453e-05,0.3253525599532182,0.0,0.05516993776926759,0.0027851755229452734
Cambodia,0.0,0.5422449340520566,0.18,0.6703146374829002,0.00020203129719784552,0.0,0.0009729123336493644,0.6555184,0.007833072105068334,0.0006444279844483686,0.4700002849345666,0.007018497682922724,0.01112972714217329,0.01812923018125124
Cambodia,1.0,0.833164440656786,0.326,0.5615068925602441,0.0007728187485043799,0.0,0.0022386911350809353,0.53372787,0.016528530476227262,0.001506467228595164,0.46758596176132805,0.011476631520457511,0.01112972714217329,0.01812923018125124
Cameroon,0.0,0.5495439897733222,0.217,0.8080606124381775,0.00045702225482619423,0.0,0.002154305881652164,0.6506747,0.007448141948037048,0.0007658419737454348,0.4311711694552956,0.011161045327945806,0.00646242221158449,0.047614993776946994
Cameroon,1.0,0.6193008567570085,0.222,0.8356308534147111,0.0005864792025452021,0.0,0.0026606174022247926,0.6419161,0.006503828245444282,0.0008760485301703213,0.3699082681322085,0.010584188614753326,0.00646242221158449,0.047614993776946994
Canada,0.0,1.0,1.0,0.23666210670314636,0.02407703080683062,0.12504169703858364,0.20457467350352682,0.80702415,0.4822104644893667,0.05245363684911805,0.35339623565281625,0.411464332366233,0.00023934897079942556,1.0
Canada,1.0,1.0,1.0,0.23266336946227506,0.021703653431982144,0.11795011180983679,0.20937470527209281,0.82378334,0.4599453631367324,0.05418425565569985,0.3263654949416448,0.374009487594058,0.00023934897079942556,1.0
Central African Republic,0.0,0.08300291489979945,0.006,0.9977901715247816,0.0,0.0,8.43852534287714e-05,1.0,0.00017969738523853103,7.471628494489702e-06,0.27728107787778333,0.0015917100837297823,0.0007180469123982767,0.062392078079059166
Central African Republic,1.0,0.10638703526791007,0.006999999999999999,0.960328317373461,0.0,0.0,7.44575765547983e-05,1.0,0.0004397518542310897,1.7745118331099185e-05,0.356943150967338,0.0019442148819511864,0.0007180469123982767,0.062392078079059166
Chad,0.0,0.04492570151977904,0.037000000000000005,0.8087972219299169,5.29596604305032e-05,0.0,0.0,0.0,0.00045920408682718694,0.00020640375047553813,0.46337973852435455,0.0064246913543135244,0.0013164193393968406,0.12859530665524646
Chad,1.0,0.0448664227600999,0.061,0.8185836051773124,5.884406714500355e-05,0.0,4.9638384369865536e-06,0.032258065,0.0011182499415317987,0.00020546979778288753,0.3636891254897305,0.00390414580680612,0.0013164193393968406,0.12859530665524646
China,0.0,1.0,0.66,0.125644533305272,0.8524269254759503,0.16458902163304134,0.6399529428116174,0.24659735000000002,0.10615198543788547,0.9345718964333585,0.47772904512927467,0.060087147175055124,0.01807084729535663,0.9611693911323272
China,1.0,1.0,0.7759999999999999,0.1520572450805009,1.0,0.43080762530732264,1.0,0.31672895,0.11983036382556002,1.0,0.4374453871570366,0.08042783397272824,0.01807084729535663,0.9611693911323272
Colombia,0.0,0.9769656399548301,0.8909999999999999,0.3407345048931916,0.004117123231245415,0.0,0.023856207528157376,0.6960174000000001,0.045840445979402115,0.0073922426696467,0.3978539842426053,0.06396615521743904,0.005265677357587362,0.11406399964585635
Colombia,1.0,0.9974549235422193,0.925,0.3232663369462275,0.004676141869122949,0.0,0.02695860655127397,0.6949456,0.04704938716327698,0.0075640905077214715,0.3646152607533721,0.05026334500030569,0.005265677357587362,0.11406399964585635
Comoros,0.0,0.7097352812568029,0.053,0.6947279806376934,9.807344524167258e-06,0.0,0.0,0.0,0.003351778657454225,1.1207443617316079e-05,0.3323809430467267,0.010427923413196014,0.055648635710866444,0.00022174039367833562
Comoros,1.0,0.8362694068245001,0.078,0.5622435020519836,1.9614689048334516e-05,0.0,0.0,0.0,0.006356523183500223,2.5216747175821492e-05,0.3229741462206743,0.009517129954226036,0.055648635710866444,0.00022174039367833562
Costa Rica,0.0,0.9933191742983256,0.94,0.39587498684625905,0.0002157615795316797,0.0,0.004472418431724884,0.8911969000000001,0.049204969414931674,0.000726615914330009,0.3717381629557161,0.08613271203147639,0.011728099569171853,0.005115753192726154
Costa Rica,1.0,0.9969761054869042,0.956,0.37630222035146793,4.9036722620836286e-05,0.0,0.005549571372550966,0.9781277,0.05469061695417768,0.0007649079987312925,0.3366468461621872,0.10111136770184863,0.011728099569171853,0.005115753192726154
Croatia,0.0,1.0,1.0,0.35357255603493637,0.0006865141166917081,0.0,0.0049340554063646335,0.7395833,0.09479743467632513,0.0015120708999212936,0.2656271121040163,0.10977857278906178,0.008496888463379608,0.005665997873335357
Croatia,1.0,1.0,1.0,0.33252657055666635,0.0008453930979832175,0.0,0.0041448050948837715,0.6595577,0.09816668197188783,0.0015382216659090128,0.3700961873968478,0.1223460520831801,0.008496888463379608,0.005665997873335357
Cuba,0.0,0.9835665931324689,0.927,0.24371251183836684,0.003240346630784862,0.0,0.0008934909186575796,0.09825328000000001,0.04720108409220036,0.002488052510703206,0.3036585156780513,0.05600899563411198,0.01244614648157013,0.011100941054612937
Cuba,1.0,0.9979145555082098,0.9359999999999999,0.22666526360096811,0.003244269568594529,0.0,0.0014841876926589795,0.15309779,0.040155308166723976,0.002415204064319228,0.27056980236182043,0.07217093837669655,0.01244614648157013,0.011100941054612937
Cyprus,0.0,1.0,1.0,0.10091550036830474,0.000790471968647881,0.0,0.00015387899154658315,0.07142857,0.10174585299867944,0.0006313526461908878,0.22514388099860488,0.21847673759143224,0.01543800861656295,0.0009244190757231426
Cyprus,1.0,1.0,1.0,0.12680206250657688,0.000908160102937888,0.0,0.00025811959872330077,0.10097087,0.11199982118324982,0.0006668428946489204,0.41925484508395755,0.23504588599303228,0.01543800861656295,0.0009244190757231426
Denmark,0.0,1.0,1.0,0.3175839208670946,0.002785285844863501,0.0,0.008929945348138808,0.55886925,0.15020062325733635,0.003340752093340777,0.31926428558152015,0.5054976208024464,0.016156055528961225,0.004313922302125994
Denmark,1.0,1.0,1.0,0.3948226875723456,0.0012631859747127428,0.0,0.011451575274127978,0.7817689,0.14057707915767684,0.0027691725737920172,0.33278097612428836,0.4830031769084669,0.016156055528961225,0.004313922302125994
Djibouti,0.0,0.5476549941526586,0.081,0.324318636220141,1.7653220143501063e-05,0.0,0.0,0.0,0.017017180298642066,3.2688377421474244e-05,0.46778891009350976,0.0181373523524599,0.004906653901388224,0.0023214636788934694
Djibouti,1.0,0.5955481653566413,0.095,0.2938019572766495,1.176881342900071e-05,0.0,0.0,0.0,0.011319593173171973,3.455628289083132e-05,0.48713735508003303,0.02584805270146595,0.004906653901388224,0.0023214636788934694
